"925","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"AACTA_Award_for_Best_Guest_or_Supporting_Actor_in_a_Television_Drama#0","1","http://dbpedia.org/ontology/Person"
"904","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure"
"993","0","http://dbpedia.org/ontology/Comic http://dbpedia.org/ontology/Manga http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"993","1","http://dbpedia.org/ontology/Person"
"993","2","http://dbpedia.org/ontology/Person"
"993","3","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Academy_of_Canadian_Cinema_and_Television_Award_for_Best_Motion_Picture#20","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Academy_Award_for_Best_Picture#27","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Play http://dbpedia.org/ontology/WrittenWork"
"Academy_of_Canadian_Cinema_and_Television_Award_for_Best_Screenplay#0","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Academy_of_Canadian_Cinema_and_Television_Award_for_Best_Motion_Picture#8","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Academy_Award_for_Best_Picture#57","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"ALCO_PA#0","0","http://dbpedia.org/ontology/Building"
"879","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"879","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/GovernmentAgency"
"Academy_of_Canadian_Cinema_and_Television_Award_for_Best_Motion_Picture#21","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"911","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure"
"Acetylation#Acetylation_of_proteins#1","1","http://dbpedia.org/ontology/Disease"
"Administrative_divisions_of_Uttarakhand#0","0","http://dbpedia.org/ontology/Settlement"
"Adena_culture#0","0","http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Place"
"Academy_Award_for_Best_Picture#3","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"AE_Larissa_FC#0","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerManager http://dbpedia.org/ontology/SportsManager"
"986","0","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Ship"
"Academy_Award_for_Best_Picture#73","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Adamstown_railway_station#0","0","http://dbpedia.org/ontology/Person"
"Adamstown_railway_station#0","1","http://dbpedia.org/ontology/Organisation"
"Adamstown_railway_station#0","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Academy_Award_for_Best_Picture#12","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Acid_Mothers_Temple_discography#17","2","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"905","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"AD_Os_Limianos#0","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/SportsLeague"
"Adrian_Johns#0","1","http://dbpedia.org/ontology/Person"
"Aberto_Santa_Catarina_De_Tenis#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"Aberto_Santa_Catarina_De_Tenis#0","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"A_Wilhelm_Scream_(EP)#1","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Adjuntas,_Puerto_Rico#0","0","http://dbpedia.org/ontology/Place"
"A_History_of_the_World_in_100_Objects#10","2","http://dbpedia.org/ontology/Artwork"
"Africa_Movie_Academy_Awards#5","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Abel_Xavier#2","0","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Adelaide_Kane#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Adobe_Flash#Alternatives#0","0","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/Work"
"Adobe_Flash#Usage#2","0","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Software"
"Aaron_Aziz#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Adriatik_Hoxha#0","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/SportsEvent"
"After_the_Burial#Justin_Lowe.27s_departure#1","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"AFC_Futsal_Club_Championship_records_and_statistics#5","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"AfroBasket_2009#20","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Adina_Porter#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"882","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"882","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"Aker_Stadion#0","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"Adna_Chaffee#0","0","http://dbpedia.org/ontology/Plant"
"Adrian_Lewis#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/DartsPlayer"
"Against_All_Odds_(2005)#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Wrestler"
"982","0","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Ship"
"Akron%E2%80%93Canton_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Aegon_Trophy#1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"African_Half_Marathon_Championships#0","1","http://dbpedia.org/ontology/MilitaryUnit"
"Aksys_Games#2","0","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Work"
"AfroBasket_2013#11","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/BasketballPlayer"
"Aira_Bermudez#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"883","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"883","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"Agathe_Bonitzer#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"A._K._Lohithadas#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Al-Wakrah_Sport_Club#4","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/SoccerPlayer"
"Aakash_(tablet)#1","0","http://dbpedia.org/ontology/Organisation"
"Abdelhakim_Omrani#0","0","http://dbpedia.org/ontology/Organisation"
"AF_Waltrip#0","4","http://dbpedia.org/ontology/Person"
"Ajaccio_Napoleon_Bonaparte_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"958","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"958","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"887","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"887","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"997","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Mayor"
"997","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"997","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"997","3","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"940","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"940","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"940","2","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"940","3","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"994","0","http://dbpedia.org/ontology/Comic http://dbpedia.org/ontology/Manga http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"994","1","http://dbpedia.org/ontology/Person"
"994","2","http://dbpedia.org/ontology/Person"
"994","3","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"969","0","http://dbpedia.org/ontology/Legislature http://dbpedia.org/ontology/Organisation"
"969","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"969","2","http://dbpedia.org/ontology/Legislature http://dbpedia.org/ontology/Organisation"
"Alejandra_Garc%C3%ADa_(actress)#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Al_Smith#4","0","http://dbpedia.org/ontology/Person"
"Al-Shamal_Sports_Club#0","2","http://dbpedia.org/ontology/Person"
"983","0","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Ship"
"Akuapim_North_District#0","1","http://dbpedia.org/ontology/Place"
"Al-Batin_F.C.#0","2","http://dbpedia.org/ontology/Person"
"Aitor_Karanka#0","0","http://dbpedia.org/ontology/Band"
"Al_Wilson_(singer)#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"991","0","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"991","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Air_Kyrgyzstan#0","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"A._J._Foyt#3","1","http://dbpedia.org/ontology/Person"
"Albert_Martinez#0","3","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"Aleksandr_Karelin#1","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Wrestler"
"Aeroperlas#0","3","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Al_Ahli_SC_(Doha)#2","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/SoccerPlayer"
"Akebono_Tar%C5%8D#3","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"Allt_som_jag_k%C3%A4nner#0","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Alexander_Arnold_(actor)#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"906","0","http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Building"
"Alistair_Sylvester#0","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament"
"Alistair_Sylvester#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/MemberOfParliament http://dbpedia.org/ontology/Politician http://dbpedia.org/ontology/Band"
"Alistair_Sylvester#0","2","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person"
"Air_Supply_discography#0","1","http://dbpedia.org/ontology/Album"
"Alex_%C4%8Cejka#2","2","http://dbpedia.org/ontology/Event"
"Aliocha_Schneider#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Alexei_Rogonov#1","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent"
"Alexei_Rogonov#1","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Publisher http://dbpedia.org/ontology/Cheese http://dbpedia.org/ontology/Food http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GridironFootballPlayer http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork"
"Alexei_Rogonov#1","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/BaseballPlayer http://dbpedia.org/ontology/WrittenWork"
"Alexei_Rogonov#1","3","http://dbpedia.org/ontology/Person"
"Aleksandar_Trajkovski#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Albany,_Georgia#1","0","http://dbpedia.org/ontology/Person"
"Alexei_Sitnikov#0","1","http://dbpedia.org/ontology/TelevisionEpisode"
"Adam_Curtis#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Book"
"Allanwater_Bridge_railway_station#0","0","http://dbpedia.org/ontology/Newspaper http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Allanwater_Bridge_railway_station#0","2","http://dbpedia.org/ontology/EthnicGroup"
"Allanwater_Bridge_railway_station#0","4","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Alive_and_Kicking_(song)#0","0","http://dbpedia.org/ontology/Single"
"902","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Building"
"Alex_Iwobi#0","0","http://dbpedia.org/ontology/SoccerClub"
"Almost_Here_(The_Academy_Is..._album)#1","0","http://dbpedia.org/ontology/Single"
"ATP_Auckland_Open#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"ATP_Auckland_Open#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"Advance_Auto_500#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MotorsportRacer http://dbpedia.org/ontology/NascarDriver http://dbpedia.org/ontology/RacingDriver"
"Alex_Freitas#0","0","http://dbpedia.org/ontology/SoccerClub"
"963","0","http://dbpedia.org/ontology/Language"
"963","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Adnan_Zahirovi%C4%87#0","0","http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"886","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
